"_Spieltag";"Datum";"Uhrzeit";"Ort";"Rang";"Gegner";"Spielsystem";"Zuschauer";"Ergebnis";"game_name";"country"
"Gruppe A";"Fr. 25.11.2022";"17:00";"H";"";"Ecuador";"?";"";"-:-";"Weltmeisterschaft 2022";"niederlande"
"Gruppe A";"Di. 29.11.2022";"16:00";"H";"";"Katar";"?";"";"-:-";"Weltmeisterschaft 2022";"niederlande"
NA;"Sa. 26.03.2022";"20:45";"H";"";"Dänemark";"5-3-2";"";"4:2";"Freundschaftsspiele";"niederlande"
NA;"Di. 29.03.2022";"20:45";"H";"";"Deutschland";"3-4-1-2";"50.387";"1:1";"Freundschaftsspiele";"niederlande"
"Gruppe A";"Fr. 11.06.2010";"20:30";"H";"";"Frankreich";"3-5-2";"64.100";"0:0";"Weltmeisterschaft 2010";"uruguay"
"Gruppe A";"Mi. 16.06.2010";"20:30";"A";"";"Südafrika";"4-4-2 Raute";"42.658";"0:3";"Weltmeisterschaft 2010";"uruguay"
"Gruppe A";"Di. 22.06.2010";"16:00";"A";"";"Mexiko";"4-4-2 Raute";"33.425";"0:1";"Weltmeisterschaft 2010";"uruguay"
"Achtelfinale";"Sa. 26.06.2010";"16:00";"H";"";"Südkorea";"4-4-2 Raute";"30.597";"2:1";"Weltmeisterschaft 2010";"uruguay"
"Viertelfinale";"Fr. 02.07.2010";"20:30";"H";"";"Ghana";"4-4-2 doppel 6";"84.000";"5:3  n.E.";"Weltmeisterschaft 2010";"uruguay"
"Halbfinale";"Di. 06.07.2010";"20:30";"H";"";"Niederlande";"4-4-2 doppel 6";"62.479";"2:3";"Weltmeisterschaft 2010";"uruguay"
"Spiel um Platz Drei";"Sa. 10.07.2010";"20:30";"H";"";"Deutschland";"4-4-2 doppel 6";"36.254";"2:3";"Weltmeisterschaft 2010";"uruguay"
NA;"Mi. 03.03.2010";"20:15";"A";"";"Schweiz";"4-4-2 doppel 6";"12.540";"1:3";"Freundschaftsspiele";"uruguay"
NA;"Do. 27.05.2010";"02:30";"H";"";"Israel";"4-4-2 Raute";"47.734";"4:1";"Freundschaftsspiele";"uruguay"
NA;"Mi. 11.08.2010";"00:00";"A";"";"Angola";"3-4-1-2";"1.500";"0:2";"Freundschaftsspiele";"uruguay"
NA;"Fr. 08.10.2010";"00:00";"A";"";"Indonesien";"4-4-2 doppel 6";"";"1:7";"Freundschaftsspiele";"uruguay"
NA;"Di. 12.10.2010";"13:30";"A";"";"China";"4-4-2 doppel 6";"";"0:4";"Freundschaftsspiele";"uruguay"
NA;"Do. 18.11.2010";"00:45";"A";"";"Chile";"4-3-1-2";"45.017";"2:0";"Freundschaftsspiele";"uruguay"
NA;"Fr. 25.03.2011";"18:00";"A";"";"Estland";"4-3-3 offensiv";"6.817";"2:0";"Freundschaftsspiele";"uruguay"
NA;"So. 29.05.2011";"20:00";"A";"";"Deutschland";"4-3-1-2";"25.655";"2:1";"Freundschaftsspiele";"uruguay"
NA;"Mi. 08.06.2011";"20:00";"H";"";"Niederlande";"4-4-2 doppel 6";"55.000";"1:1";"Freundschaftsspiele";"uruguay"
NA;"Fr. 24.06.2011";"00:30";"H";"";"Estland";"4-3-3 offensiv";"25.000";"3:0";"Freundschaftsspiele";"uruguay"
NA;"Fr. 02.09.2011";"20:00";"A";"";"Ukraine";"4-4-2 doppel 6";"33.000";"2:3";"Freundschaftsspiele";"uruguay"
NA;"Di. 15.11.2011";"20:45";"A";"";"Italien";"4-4-2 doppel 6";"";"0:1";"Freundschaftsspiele";"uruguay"
NA;"Mi. 29.02.2012";"19:30";"A";"";"Rumänien";"4-3-3 offensiv";"25.000";"1:1";"Freundschaftsspiele";"uruguay"
NA;"Fr. 25.05.2012";"18:45";"A";"";"Russland";"4-3-1-2";"";"1:1";"Freundschaftsspiele";"uruguay"
NA;"Mi. 15.08.2012";"21:00";"A";"";"Frankreich";"3-4-2-1";"25.000";"0:0";"Freundschaftsspiele";"uruguay"
NA;"Mi. 14.11.2012";"20:45";"A";"";"Polen";"4-3-1-2";"39.460";"1:3";"Freundschaftsspiele";"uruguay"
NA;"Mi. 06.02.2013";"19:00";"A";"";"Spanien";"4-2-3-1";"48.000";"3:1";"Freundschaftsspiele";"uruguay"
NA;"Mi. 05.06.2013";"21:00";"H";"";"Frankreich";"3-5-2";"35.000";"1:0";"Freundschaftsspiele";"uruguay"
NA;"Mi. 14.08.2013";"12:20";"A";"";"Japan";"4-3-1-2";"45.883";"2:4";"Freundschaftsspiele";"uruguay"
"Gruppe D";"Sa. 14.06.2014";"21:00";"H";"";"Costa Rica";"4-4-2 doppel 6";"58.679";"1:3";"Weltmeisterschaft 2014";"uruguay"
"Gruppe D";"Do. 19.06.2014";"21:00";"H";"";"England";"4-4-2 Raute";"62.103";"2:1";"Weltmeisterschaft 2014";"uruguay"
"Gruppe D";"Di. 24.06.2014";"18:00";"A";"";"Italien";"4-4-2 Raute";"39.000";"0:1";"Weltmeisterschaft 2014";"uruguay"
"Achtelfinale";"Sa. 28.06.2014";"22:00";"A";"";"Kolumbien";"5-3-2";"73.804";"2:0";"Weltmeisterschaft 2014";"uruguay"
NA;"Mi. 05.03.2014";"20:30";"A";"";"Österreich";"4-4-2 doppel 6";"22.000";"1:1";"Freundschaftsspiele";"uruguay"
NA;"Sa. 31.05.2014";"01:30";"H";"";"Nordirland";"4-4-2 doppel 6";"45.000";"1:0";"Freundschaftsspiele";"uruguay"
NA;"Do. 05.06.2014";"01:30";"H";"";"Slowenien";"4-4-2 doppel 6";"55.000";"2:0";"Freundschaftsspiele";"uruguay"
NA;"Fr. 05.09.2014";"12:25";"A";"";"Japan";"4-4-2 Raute";"39.294";"0:2";"Freundschaftsspiele";"uruguay"
NA;"Mo. 08.09.2014";"13:00";"A";"";"Südkorea";"4-4-2 Raute";"38.183";"0:1";"Freundschaftsspiele";"uruguay"
NA;"Fr. 10.10.2014";"19:00";"A";"";"Saudi-Arabien";"4-4-2 doppel 6";"";"1:1";"Freundschaftsspiele";"uruguay"
NA;"Mo. 13.10.2014";"16:30";"A";"";"Oman";"4-2-3-1";"";"0:3";"Freundschaftsspiele";"uruguay"
NA;"Fr. 14.11.2014";"00:00";"H";"";"Costa Rica";"4-4-2 doppel 6";"";"6:7  n.E.";"Freundschaftsspiele";"uruguay"
NA;"Mi. 19.11.2014";"01:00";"A";"";"Chile";"4-4-2 doppel 6";"";"1:2";"Freundschaftsspiele";"uruguay"
NA;"Sa. 28.03.2015";"20:00";"A";"";"Marokko";"4-3-3 offensiv";"58.000";"0:1";"Freundschaftsspiele";"uruguay"
NA;"So. 07.06.2015";"00:01";"H";"";"Guatemala";"4-4-2";"18.500";"5:1";"Freundschaftsspiele";"uruguay"
NA;"Sa. 05.09.2015";"03:30";"A";"";"Panama";"4-4-2";"";"0:1";"Freundschaftsspiele";"uruguay"
NA;"Mi. 09.09.2015";"04:00";"A";"";"Costa Rica";"4-3-2-1";"";"1:0";"Freundschaftsspiele";"uruguay"
NA;"Sa. 28.05.2016";"01:00";"H";"";"Trinidad und Tobago";"4-4-2 doppel 6";"10.000";"3:1";"Freundschaftsspiele";"uruguay"
NA;"So. 04.06.2017";"19:00";"A";"";"Irland";"4-4-2";"27.193";"3:1";"Freundschaftsspiele";"uruguay"
NA;"Mi. 07.06.2017";"20:45";"A";"";"Italien";"4-1-4-1";"15.000";"3:0";"Freundschaftsspiele";"uruguay"
NA;"Fr. 10.11.2017";"20:45";"A";"";"Polen";"4-2-3-1";"56.147";"0:0";"Freundschaftsspiele";"uruguay"
NA;"Di. 14.11.2017";"20:45";"A";"";"Österreich";"4-2-3-1";"11.700";"2:1";"Freundschaftsspiele";"uruguay"
"Gruppe A";"Fr. 15.06.2018";"14:00";"A";"";"Ägypten";"4-4-2";"27.015";"0:1";"Weltmeisterschaft 2018";"uruguay"
"Gruppe A";"Mi. 20.06.2018";"17:00";"H";"";"Saudi-Arabien";"4-4-2";"42.678";"1:0";"Weltmeisterschaft 2018";"uruguay"
"Gruppe A";"Mo. 25.06.2018";"16:00";"H";"";"Russland";"4-3-1-2";"41.970";"3:0";"Weltmeisterschaft 2018";"uruguay"
"Achtelfinale";"Sa. 30.06.2018";"20:00";"H";"";"Portugal";"4-3-1-2";"44.287";"2:1";"Weltmeisterschaft 2018";"uruguay"
"Viertelfinale";"Fr. 06.07.2018";"16:00";"H";"";"Frankreich";"4-3-1-2";"43.319";"0:2";"Weltmeisterschaft 2018";"uruguay"
NA;"Fr. 23.03.2018";"12:35";"H";"";"Tschechien";"4-4-2";"";"2:0";"Freundschaftsspiele";"uruguay"
NA;"Mo. 26.03.2018";"13:35";"A";"";"Wales";"4-4-2";"41.016";"0:1";"Freundschaftsspiele";"uruguay"
NA;"Fr. 08.06.2018";"01:10";"H";"";"Usbekistan";"4-3-1-2";"50.600";"3:0";"Freundschaftsspiele";"uruguay"
NA;"Sa. 08.09.2018";"04:05";"A";"";"Mexiko";"4-1-4-1";"60.617";"1:4";"Freundschaftsspiele";"uruguay"
NA;"Fr. 12.10.2018";"13:00";"A";"";"Südkorea";"4-3-1-2";"64.170";"2:1";"Freundschaftsspiele";"uruguay"
NA;"Di. 16.10.2018";"12:35";"A";"";"Japan";"4-4-1-1";"57.239";"4:3";"Freundschaftsspiele";"uruguay"
NA;"Fr. 16.11.2018";"21:00";"A";"";"Brasilien";"4-1-4-1";"";"1:0";"Freundschaftsspiele";"uruguay"
NA;"Di. 20.11.2018";"21:00";"A";"";"Frankreich";"4-4-1-1";"70.000";"1:0";"Freundschaftsspiele";"uruguay"
NA;"Fr. 22.03.2019";"12:35";"H";"";"Usbekistan";"4-2-3-1";"18.721";"3:0";"Freundschaftsspiele";"uruguay"
NA;"Mo. 25.03.2019";"12:35";"A";"";"Thailand";"4-2-3-1";"18.721";"0:4";"Freundschaftsspiele";"uruguay"
NA;"Sa. 08.06.2019";"01:15";"H";"";"Panama";"4-2-3-1";"40.000";"3:0";"Freundschaftsspiele";"uruguay"
NA;"Sa. 07.09.2019";"04:00";"A";"";"Costa Rica";"4-1-4-1";"";"1:2";"Freundschaftsspiele";"uruguay"
NA;"Mi. 11.09.2019";"02:00";"A";"";"Vereinigte Staaten";"4-1-4-1";"20.625";"1:1";"Freundschaftsspiele";"uruguay"
NA;"Sa. 12.10.2019";"01:00";"H";"";"Peru";"4-1-4-1";"";"1:0";"Freundschaftsspiele";"uruguay"
NA;"Mi. 16.10.2019";"03:30";"A";"";"Peru";"4-1-4-1";"";"1:1";"Freundschaftsspiele";"uruguay"
NA;"Fr. 15.11.2019";"19:00";"A";"";"Ungarn";"4-4-2";"65.114";"1:2";"Freundschaftsspiele";"uruguay"
NA;"Mo. 18.11.2019";"20:15";"A";"";"Argentinien";"4-4-2 doppel 6";"";"2:2";"Freundschaftsspiele";"uruguay"
"Gruppe H";"Do. 24.11.2022";"14:00";"H";"";"Südkorea";"?";"";"-:-";"Weltmeisterschaft 2022";"uruguay"
"Gruppe H";"Mo. 28.11.2022";"20:00";"A";"";"Portugal";"?";"";"-:-";"Weltmeisterschaft 2022";"uruguay"
"Gruppe H";"Fr. 02.12.2022";"16:00";"A";"";"Ghana";"?";"";"-:-";"Weltmeisterschaft 2022";"uruguay"
NA;"Fr. 03.06.2022";"04:00";"A";"";"Mexiko";"4-1-4-1";"57.735";"0:3";"Freundschaftsspiele";"uruguay"
NA;"So. 05.06.2022";"23:00";"A";"";"Vereinigte Staaten";"3-5-2 flach";"";"0:0";"Freundschaftsspiele";"uruguay"
NA;"Sa. 11.06.2022";"22:00";"H";"";"Panama";"4-3-3 offensiv";"";"5:0";"Freundschaftsspiele";"uruguay"
"Gruppe D";"So. 13.06.2010";"16:00";"H";"";"Ghana";"4-4-2";"38.833";"0:1";"Weltmeisterschaft 2010";"serbien"
"Gruppe D";"Fr. 18.06.2010";"13:30";"A";"";"Deutschland";"4-3-3 offensiv";"38.294";"0:1";"Weltmeisterschaft 2010";"serbien"
"Gruppe D";"Mi. 23.06.2010";"20:30";"A";"";"Australien";"4-3-3 defensiv";"37.836";"2:1";"Weltmeisterschaft 2010";"serbien"
NA;"Mi. 03.03.2010";"19:15";"A";"";"Algerien";"4-4-2 doppel 6";"65.000";"0:3";"Freundschaftsspiele";"serbien"
NA;"Mi. 07.04.2010";"12:20";"A";"";"Japan";"4-4-2 doppel 6";"46.270";"0:3";"Freundschaftsspiele";"serbien"
NA;"Sa. 29.05.2010";"17:15";"H";"";"Neuseeland";"4-4-2";"14.000";"0:1";"Freundschaftsspiele";"serbien"
NA;"Mi. 02.06.2010";"20:30";"A";"";"Polen";"?";"3.000";"0:0";"Freundschaftsspiele";"serbien"
NA;"Sa. 05.06.2010";"20:30";"H";"";"Kamerun";"?";"3.000";"4:3";"Freundschaftsspiele";"serbien"
NA;"Mi. 11.08.2010";"20:30";"H";"";"Griechenland";"?";"10.000";"0:1";"Freundschaftsspiele";"serbien"
NA;"Mi. 17.11.2010";"18:00";"A";"";"Bulgarien";"?";"1.500";"0:1";"Freundschaftsspiele";"serbien"
NA;"Mi. 09.02.2011";"19:00";"A";"";"Israel";"4-2-3-1";"7.783";"0:2";"Freundschaftsspiele";"serbien"
NA;"Fr. 03.06.2011";"13:00";"A";"";"Südkorea";"?";"40.876";"2:1";"Freundschaftsspiele";"serbien"
NA;"Di. 07.06.2011";"11:30";"A";"";"Australien";"4-3-3 offensiv";"28.149";"0:0";"Freundschaftsspiele";"serbien"
NA;"Mi. 10.08.2011";"17:00";"A";"";"Russland";"4-2-3-1";"19.131";"1:0";"Freundschaftsspiele";"serbien"
NA;"Sa. 12.11.2011";"03:00";"A";"";"Mexiko";"4-2-3-1";"35.000";"2:0";"Freundschaftsspiele";"serbien"
NA;"Di. 15.11.2011";"02:30";"A";"";"Honduras";"4-2-3-1";"20.000";"2:0";"Freundschaftsspiele";"serbien"
NA;"Di. 28.02.2012";"15:00";"H";"";"Armenien";"4-2-3-1";"150";"2:0";"Freundschaftsspiele";"serbien"
NA;"Mi. 29.02.2012";"15:00";"A";"";"Zypern";"4-2-3-1";"300";"0:0";"Freundschaftsspiele";"serbien"
NA;"Sa. 26.05.2012";"18:00";"A";"";"Spanien";"3-4-2-1";"15.625";"2:0";"Freundschaftsspiele";"serbien"
NA;"Do. 31.05.2012";"21:00";"A";"";"Frankreich";"3-4-2-1";"19.000";"2:0";"Freundschaftsspiele";"serbien"
NA;"Di. 05.06.2012";"19:00";"A";"";"Schweden";"3-4-2-1";"20.691";"2:1";"Freundschaftsspiele";"serbien"
NA;"Mi. 15.08.2012";"20:45";"H";"";"Irland";"4-3-3 defensiv";"7.800";"0:0";"Freundschaftsspiele";"serbien"
NA;"Mi. 14.11.2012";"20:00";"A";"";"Chile";"4-2-3-1";"2.116";"1:3";"Freundschaftsspiele";"serbien"
NA;"Mi. 06.02.2013";"17:00";"A";"";"Zypern";"4-2-3-1";"1.000";"1:3";"Freundschaftsspiele";"serbien"
NA;"Mi. 14.08.2013";"20:00";"A";"";"Kolumbien";"4-2-3-1";"5.000";"1:0";"Freundschaftsspiele";"serbien"
NA;"Fr. 11.10.2013";"17:30";"H";"";"Japan";"4-2-3-1";"7.500";"2:0";"Freundschaftsspiele";"serbien"
NA;"Fr. 15.11.2013";"17:30";"A";"";"Russland";"4-2-3-1";"4.600";"1:1";"Freundschaftsspiele";"serbien"
NA;"Mi. 05.03.2014";"20:45";"A";"";"Irland";"4-2-3-1";"37.243";"1:2";"Freundschaftsspiele";"serbien"
NA;"Mo. 26.05.2014";"22:00";"A";"";"Jamaika";"4-2-3-1";"2.000";"1:2";"Freundschaftsspiele";"serbien"
NA;"So. 01.06.2014";"02:00";"A";"";"Panama";"4-2-3-1";"3.000";"1:1";"Freundschaftsspiele";"serbien"
NA;"Fr. 06.06.2014";"00:00";"A";"";"Brasilien";"4-2-3-1";"67.042";"1:0";"Freundschaftsspiele";"serbien"
NA;"So. 07.09.2014";"20:45";"H";"";"Frankreich";"4-4-2 doppel 6";"12.500";"1:1";"Freundschaftsspiele";"serbien"
NA;"Di. 18.11.2014";"18:00";"A";"";"Griechenland";"4-2-3-1";"3.500";"0:2";"Freundschaftsspiele";"serbien"
NA;"So. 07.06.2015";"17:00";"H";"";"Aserbaidschan";"4-2-3-1";"3.000";"4:1";"Freundschaftsspiele";"serbien"
NA;"Mo. 07.09.2015";"20:45";"A";"";"Frankreich";"4-5-1 flach";"42.000";"2:1";"Freundschaftsspiele";"serbien"
NA;"Fr. 13.11.2015";"20:30";"A";"";"Tschechien";"4-2-3-1";"14.975";"4:1";"Freundschaftsspiele";"serbien"
NA;"Mi. 23.03.2016";"20:45";"A";"";"Polen";"4-2-3-1";"38.271";"1:0";"Freundschaftsspiele";"serbien"
NA;"Di. 29.03.2016";"18:00";"A";"";"Estland";"4-2-3-1";"2.858";"0:1";"Freundschaftsspiele";"serbien"
NA;"Mi. 25.05.2016";"17:00";"H";"";"Zypern";"5-4-1 flach";"7.000";"2:1";"Freundschaftsspiele";"serbien"
NA;"Di. 31.05.2016";"20:15";"H";"";"Israel";"5-3-2";"10.000";"3:1";"Freundschaftsspiele";"serbien"
NA;"So. 05.06.2016";"18:00";"H";"";"Russland";"5-4-1 flach";"500";"1:1";"Freundschaftsspiele";"serbien"
NA;"Di. 15.11.2016";"00:00";"A";"";"Ukraine";"5-4-1 flach";"30.000";"2:0";"Freundschaftsspiele";"serbien"
NA;"So. 29.01.2017";"21:00";"A";"";"Vereinigte Staaten";"4-2-3-1";"20.079";"0:0";"Freundschaftsspiele";"serbien"
NA;"Fr. 10.11.2017";"12:35";"A";"";"China";"4-2-3-1";"17.160";"0:2";"Freundschaftsspiele";"serbien"
NA;"Di. 14.11.2017";"12:45";"A";"";"Südkorea";"4-2-3-1";"30.560";"1:1";"Freundschaftsspiele";"serbien"
"Gruppe E";"So. 17.06.2018";"14:00";"A";"";"Costa Rica";"4-2-3-1";"41.970";"0:1";"Weltmeisterschaft 2018";"serbien"
"Gruppe E";"Fr. 22.06.2018";"20:00";"H";"";"Schweiz";"4-2-3-1";"33.167";"1:2";"Weltmeisterschaft 2018";"serbien"
"Gruppe E";"Mi. 27.06.2018";"20:00";"H";"";"Brasilien";"4-2-3-1";"44.190";"0:2";"Weltmeisterschaft 2018";"serbien"
NA;"Fr. 23.03.2018";"17:00";"H";"";"Marokko";"4-3-3 offensiv";"15.700";"1:2";"Freundschaftsspiele";"serbien"
NA;"Di. 27.03.2018";"21:00";"A";"";"Nigeria";"4-2-3-1";"3.500";"0:2";"Freundschaftsspiele";"serbien"
NA;"Mo. 04.06.2018";"20:00";"H";"";"Chile";"4-2-3-1";"2.000";"0:1";"Freundschaftsspiele";"serbien"
NA;"Sa. 09.06.2018";"18:00";"H";"";"Bolivien";"4-2-3-1";"1.572";"5:1";"Freundschaftsspiele";"serbien"
NA;"Mi. 20.03.2019";"20:45";"A";"";"Deutschland";"4-1-4-1";"26.101";"1:1";"Freundschaftsspiele";"serbien"
NA;"Do. 10.10.2019";"20:45";"H";"";"Paraguay";"4-2-3-1";"5.000";"1:0";"Freundschaftsspiele";"serbien"
NA;"Mo. 25.01.2021";"22:00";"A";"";"Dominikanische Republik";"4-2-3-1";"";"0:0";"Freundschaftsspiele";"serbien"
NA;"Fr. 29.01.2021";"01:00";"A";"";"Panama";"4-3-3 offensiv";"";"0:0";"Freundschaftsspiele";"serbien"
NA;"Mo. 07.06.2021";"10:00";"H";"";"Jamaika";"4-4-2 doppel 6";"";"1:1";"Freundschaftsspiele";"serbien"
NA;"Fr. 11.06.2021";"12:28";"A";"";"Japan";"3-4-2-1";"x";"1:0";"Freundschaftsspiele";"serbien"
NA;"Mi. 01.09.2021";"20:45";"A";"";"Katar";"3-4-1-2";"";"0:4";"Freundschaftsspiele";"serbien"
NA;"Do. 11.11.2021";"18:00";"H";"";"Katar";"3-4-2-1";"";"4:0";"Freundschaftsspiele";"serbien"
"Gruppe G";"Do. 24.11.2022";"20:00";"A";"";"Brasilien";"?";"";"-:-";"Weltmeisterschaft 2022";"serbien"
"Gruppe G";"Mo. 28.11.2022";"11:00";"A";"";"Kamerun";"?";"";"-:-";"Weltmeisterschaft 2022";"serbien"
"Gruppe G";"Fr. 02.12.2022";"20:00";"H";"";"Schweiz";"?";"";"-:-";"Weltmeisterschaft 2022";"serbien"
NA;"Do. 24.03.2022";"19:30";"A";"";"Ungarn";"3-4-2-1";"30.000";"0:1";"Freundschaftsspiele";"serbien"
NA;"Di. 29.03.2022";"18:00";"A";"";"Dänemark";"3-4-2-1";"35.010";"3:0";"Freundschaftsspiele";"serbien"
NA;"Mi. 03.03.2010";"20:45";"A";"";"Belgien";"4-4-2";"20.000";"0:1";"Freundschaftsspiele";"kroatien"
NA;"Mi. 19.05.2010";"20:30";"A";"";"Österreich";"4-4-2";"20.000";"0:1";"Freundschaftsspiele";"kroatien"
NA;"So. 23.05.2010";"19:00";"H";"";"Wales";"4-4-2";"12.000";"2:0";"Freundschaftsspiele";"kroatien"
NA;"Mi. 26.05.2010";"20:30";"A";"";"Estland";"?";"4.800";"0:0";"Freundschaftsspiele";"kroatien"
NA;"Mi. 11.08.2010";"20:30";"A";"";"Slowakei";"?";"6.366";"1:1";"Freundschaftsspiele";"kroatien"
NA;"Di. 12.10.2010";"20:15";"H";"";"Norwegen";"4-2-3-1";"3.266";"2:1";"Freundschaftsspiele";"kroatien"
NA;"Mi. 09.02.2011";"17:45";"H";"";"Tschechien";"4-3-3 offensiv";"9.056";"4:2";"Freundschaftsspiele";"kroatien"
NA;"Di. 29.03.2011";"21:00";"A";"";"Frankreich";"4-4-2 doppel 6";"60.000";"0:0";"Freundschaftsspiele";"kroatien"
NA;"Mi. 10.08.2011";"20:45";"A";"";"Irland";"4-4-2";"20.000";"0:0";"Freundschaftsspiele";"kroatien"
NA;"Mi. 29.02.2012";"20:30";"H";"";"Schweden";"4-4-2";"7.000";"1:3";"Freundschaftsspiele";"kroatien"
NA;"Fr. 25.05.2012";"20:30";"H";"";"Estland";"4-4-2";"7.668";"3:1";"Freundschaftsspiele";"kroatien"
NA;"Sa. 02.06.2012";"19:00";"A";"";"Norwegen";"4-4-2";"14.208";"1:1";"Freundschaftsspiele";"kroatien"
NA;"Mi. 15.08.2012";"20:30";"H";"";"Schweiz";"4-2-3-1";"10.000";"2:4";"Freundschaftsspiele";"kroatien"
NA;"Mi. 06.02.2013";"14:05";"A";"";"Südkorea";"4-4-2 doppel 6";"3.600";"0:4";"Freundschaftsspiele";"kroatien"
NA;"Mo. 10.06.2013";"19:30";"H";"";"Portugal";"4-3-1-2";"13.334";"0:1";"Freundschaftsspiele";"kroatien"
NA;"Mi. 14.08.2013";"20:15";"A";"";"Liechtenstein";"4-4-2 doppel 6";"2.800";"2:3";"Freundschaftsspiele";"kroatien"
NA;"Di. 10.09.2013";"13:00";"A";"";"Südkorea";"4-4-2";"40.723";"1:2";"Freundschaftsspiele";"kroatien"
"Gruppe A";"Do. 12.06.2014";"22:00";"A";"";"Brasilien";"4-2-3-1";"62.103";"3:1";"Weltmeisterschaft 2014";"kroatien"
"Gruppe A";"Do. 19.06.2014";"00:00";"A";"";"Kamerun";"4-2-3-1";"39.982";"0:4";"Weltmeisterschaft 2014";"kroatien"
"Gruppe A";"Mo. 23.06.2014";"22:00";"H";"";"Mexiko";"4-3-3 defensiv";"41.212";"1:3";"Weltmeisterschaft 2014";"kroatien"
NA;"Mi. 05.03.2014";"20:30";"A";"";"Schweiz";"4-2-3-1";"17.200";"2:2";"Freundschaftsspiele";"kroatien"
NA;"Sa. 31.05.2014";"16:00";"H";"";"Mali";"4-2-3-1";"15.212";"2:1";"Freundschaftsspiele";"kroatien"
NA;"Sa. 07.06.2014";"01:00";"A";"";"Australien";"4-2-3-1";"";"0:1";"Freundschaftsspiele";"kroatien"
NA;"Do. 04.09.2014";"20:15";"H";"";"Zypern";"4-4-2";"6.000";"2:0";"Freundschaftsspiele";"kroatien"
NA;"Mi. 12.11.2014";"20:45";"A";"";"Argentinien";"4-2-3-1";"25.000";"2:1";"Freundschaftsspiele";"kroatien"
NA;"So. 07.06.2015";"18:00";"H";"";"Gibraltar";"4-2-3-1";"7.737";"4:0";"Freundschaftsspiele";"kroatien"
NA;"Di. 17.11.2015";"17:00";"A";"";"Russland";"4-4-2 doppel 6";"15.000";"1:3";"Freundschaftsspiele";"kroatien"
NA;"Mi. 23.03.2016";"18:00";"H";"";"Israel";"3-1-4-2";"15.000";"2:0";"Freundschaftsspiele";"kroatien"
NA;"Sa. 26.03.2016";"18:00";"A";"";"Ungarn";"4-3-2-1";"20.300";"1:1";"Freundschaftsspiele";"kroatien"
NA;"Fr. 27.05.2016";"20:30";"H";"";"Moldawien";"4-4-2 doppel 6";"4.500";"1:0";"Freundschaftsspiele";"kroatien"
NA;"Sa. 04.06.2016";"20:15";"H";"";"San Marino";"4-2-3-1";"3.603";"10:0";"Freundschaftsspiele";"kroatien"
NA;"Di. 15.11.2016";"21:00";"A";"";"Nordirland";"4-2-3-1";"17.000";"0:3";"Freundschaftsspiele";"kroatien"
NA;"Mi. 11.01.2017";"12:35";"A";"";"Chile";"4-4-2";"6.686";"5:2  n.E.";"Freundschaftsspiele";"kroatien"
NA;"Sa. 14.01.2017";"08:35";"A";"";"China";"4-4-2";"25.576";"5:4  n.E.";"Freundschaftsspiele";"kroatien"
NA;"Di. 28.03.2017";"18:00";"A";"";"Estland";"3-5-2";"4.987";"3:0";"Freundschaftsspiele";"kroatien"
NA;"So. 28.05.2017";"01:30";"A";"";"Mexiko";"4-4-2 doppel 6";"62.317";"1:2";"Freundschaftsspiele";"kroatien"
"Gruppe D";"Sa. 16.06.2018";"21:00";"H";"";"Nigeria";"4-2-3-1";"31.136";"2:0";"Weltmeisterschaft 2018";"kroatien"
"Gruppe D";"Do. 21.06.2018";"20:00";"A";"";"Argentinien";"4-3-3 offensiv";"43.319";"0:3";"Weltmeisterschaft 2018";"kroatien"
"Gruppe D";"Di. 26.06.2018";"20:00";"A";"";"Island";"4-3-3 offensiv";"43.472";"1:2";"Weltmeisterschaft 2018";"kroatien"
"Achtelfinale";"So. 01.07.2018";"20:00";"H";"";"Dänemark";"4-3-3 offensiv";"43.319";"4:3  n.E.";"Weltmeisterschaft 2018";"kroatien"
"Viertelfinale";"Sa. 07.07.2018";"20:00";"A";"";"Russland";"4-2-3-1";"44.287";"5:6  n.E.";"Weltmeisterschaft 2018";"kroatien"
"Halbfinale";"Mi. 11.07.2018";"20:00";"H";"";"England";"4-3-3 offensiv";"78.011";"2:1  n.V.";"Weltmeisterschaft 2018";"kroatien"
"Finale";"So. 15.07.2018";"17:00";"A";"";"Frankreich";"4-3-3 offensiv";"78.011";"4:2";"Weltmeisterschaft 2018";"kroatien"
NA;"Sa. 24.03.2018";"01:30";"A";"";"Peru";"4-3-3 offensiv";"";"2:0";"Freundschaftsspiele";"kroatien"
NA;"Mi. 28.03.2018";"04:00";"A";"";"Mexiko";"4-2-3-1";"79.128";"0:1";"Freundschaftsspiele";"kroatien"
NA;"So. 03.06.2018";"16:00";"A";"";"Brasilien";"4-3-3 offensiv";"36.584";"2:0";"Freundschaftsspiele";"kroatien"
NA;"Fr. 08.06.2018";"18:00";"H";"";"Senegal";"4-3-3 defensiv";"15.998";"2:1";"Freundschaftsspiele";"kroatien"
NA;"Do. 06.09.2018";"20:45";"A";"";"Portugal";"4-2-3-1";"26.355";"1:1";"Freundschaftsspiele";"kroatien"
NA;"Mo. 15.10.2018";"20:45";"H";"";"Jordanien";"4-3-3 offensiv";"4.820";"2:1";"Freundschaftsspiele";"kroatien"
NA;"Di. 11.06.2019";"20:45";"H";"";"Tunesien";"3-5-2 offensiv";"8.036";"1:2";"Freundschaftsspiele";"kroatien"
